Artist,Country,State/Region/Province,City,Related Labels,Related Bands,Released split with,Year (of the first release),Website,Streaming Site,Discogs,Rate Your Music,Style,Melodiousness,My rating,Tags,Added at,Page ID
Tabula Rasa,US,Pennsylvania,Pittsburgh,Deep Elm Records (https://www.notion.so/Deep-Elm-Records-d6ecb31d37ea4516b2dadd597abbd7a7?pvs=21),"Prevent Falls (https://www.notion.so/Prevent-Falls-2ec3f9a0fde14bab851aba85297c19a8?pvs=21), Southpaw (https://www.notion.so/Southpaw-24927abd2570410d9348452f867341ad?pvs=21)",,2002,,https://tabulapittsburgh.bandcamp.com/,https://www.discogs.com/artist/2646293-Tabula-Rasa-12,https://rateyourmusic.com/artist/tabula_rasa_f2,"Melodic Hardcore, Post-Hardcore",6,6,VA: Emo Diaries,"November 23, 2022 3:36 PM",2c23d29c5ca34a8fb4719e1c31b2fcb8
The Honorary Title,US,New York,Brooklyn,"Doghouse Records (https://www.notion.so/Doghouse-Records-f64f226f8d574dd69e29ea0a450942bd?pvs=21), The Self-Starter Foundation (https://www.notion.so/The-Self-Starter-Foundation-71672690f72d46a1a3fcb947f43338db?pvs=21)",The Solo Project (https://www.notion.so/The-Solo-Project-175880d4d94c444ebc08b36ac7d0d377?pvs=21),,2003,https://web.archive.org/web/20071106215517/http://thehonorarytitle.com/site.php,,https://www.discogs.com/artist/762776-The-Honorary-Title,,,,,,"November 23, 2022 2:31 PM",9ae7e200ca774f69940dacc2dea9d4a4
The Solo Project,US,Arizona,Scottsdale,Rise Records (https://www.notion.so/Rise-Records-a1b69b04c26244c998c19c4822ea170e?pvs=21),The Honorary Title (https://www.notion.so/The-Honorary-Title-9ae7e200ca774f69940dacc2dea9d4a4?pvs=21),,2002,https://web.archive.org/web/20030502074959fw_/http://riserecords.com/thesoloproject/news.html,,https://www.discogs.com/artist/617748-The-Solo-Project,https://rateyourmusic.com/artist/the_solo_project,"Pop Punk, Post-Hardcore",6,5,"VA: Emo Diaries, With Screamed voice","November 22, 2022 11:12 PM",175880d4d94c444ebc08b36ac7d0d377
Everyone Asked About You,US,Arkansas,Little Rock,Numero Group (https://www.notion.so/Numero-Group-739ec8784924431981126b1ecbd98719?pvs=21),,The Shyness Clinic (https://www.notion.so/The-Shyness-Clinic-384786453ed14f318c5a5772f10b41f3?pvs=21),1997,https://eaay.tripod.com/,,https://www.discogs.com/artist/2349086-Everyone-Asked-About-You,https://rateyourmusic.com/artist/everyone-asked-about-you,"Jangle Pop, Midwest Emo",8,8,"Female-fronted, Twin-vocal","November 21, 2022 10:29 AM",7751eb1ca5424840bc5ac921d8355f0a
"The Birds are Spies, They Report to the Trees",Norway,Sør-Trøndelag,Trondheim/Oslo,"Adagio830 Records (https://www.notion.so/Adagio830-Records-c7f6ad70510040298e2fb4e22e5c99d3?pvs=21), Strictly No Capital Letters (https://www.notion.so/Strictly-No-Capital-Letters-4709ccbdba5d4d16b4c41aabd1b0a881?pvs=21)",,,2004,,,https://www.discogs.com/artist/1483803-The-Birds-Are-Spies-They-Report-To-The-Trees,https://rateyourmusic.com/artist/the_birds_are_spies__they_report_to_the_trees,"Emo-Core, Post-Hardcore, Screamo",4,7,With Screamed voice,"November 20, 2022 9:27 PM",8d9c44e4f1244f7888ea15be9506918a
Curling (fka Moe Meguro),US,California,Berkeley,,,,2016,,https://curling.bandcamp.com/,https://www.discogs.com/artist/6837334-Curling,https://rateyourmusic.com/artist/curling,"Math, Midwest Emo, Power Pop, Slacker Rock",8,8,,"November 20, 2022 8:15 PM",21b0094128d24e148a48683646554dbe
Jawbreaker,US,California,San Francisco → Los Angeles,Allied Recordings (https://www.notion.so/Allied-Recordings-05e05235f85b46d3b700c71b374e0973?pvs=21),Jets to Brazil (https://www.notion.so/Jets-to-Brazil-d13371188b4a45a8b4f8be1f8ea9b2b0?pvs=21),,1989,https://www.jawbreakerband.com/,https://jawbreakerband.bandcamp.com/,https://www.discogs.com/artist/305968-Jawbreaker,https://rateyourmusic.com/artist/jawbreaker,"Hardcore Punk, Melodic Hardcore, Midwest Emo, Post-Hardcore",8,8,,"November 17, 2022 11:47 AM",5dbd8f84bc354e36ad929819682bc797
The Ocean as Mistress,US,Florida,Fort Walton Beach,,,,2008,,https://pacificridgerecords.bandcamp.com/album/the-ocean-as-mistress-in-ruins-deluxe-edition,https://www.discogs.com/artist/3924353-The-Ocean-As-Mistress,https://rateyourmusic.com/artist/the_ocean_as_mistress,"Indie Rock, Midwest Emo",7,7,,"November 17, 2022 9:21 AM",42c4f8b8b3ee40d7b4f4e50297f87241
Serene,Sweden,Gävleborgs län,Gävle,Genet Records (https://www.notion.so/Genet-Records-0fa320aef53542e9a8dfa27572a7a1cb?pvs=21),Leiah (https://www.notion.so/Leiah-118c3e5ad32342b1b3e75d3b43646e10?pvs=21),,1996,,https://inwardflowering.bandcamp.com/,https://www.discogs.com/artist/1244303-Serene-7,,"Metalcore, Screamo",2,2,,"November 16, 2022 11:58 PM",e977a43888c94b6182757ee3873cbc15
Leiah,Sweden,Gävleborgs län,Gävle,Genet Records (https://www.notion.so/Genet-Records-0fa320aef53542e9a8dfa27572a7a1cb?pvs=21),"Serene (https://www.notion.so/Serene-e977a43888c94b6182757ee3873cbc15?pvs=21), Ariel Kill Him (https://www.notion.so/Ariel-Kill-Him-8976a13d58ec4aea86dba4957888d6a7?pvs=21)",,2018,,https://leiah.bandcamp.com/,https://www.discogs.com/artist/567756-Leiah,https://rateyourmusic.com/artist/leiah,Midwest Emo,9,9,,"November 16, 2022 9:47 PM",118c3e5ad32342b1b3e75d3b43646e10
The Blue Ontario,US,Colorado,Denver,,Christie Front Drive (https://www.notion.so/Christie-Front-Drive-50adfa9aba9c42ef98d87bb66cd080e3?pvs=21),,1998,,https://theblueontario.bandcamp.com/,https://www.discogs.com/artist/1538626-The-Blue-Ontario,,"Indie Rock, Midwest Emo",8,8,,"November 16, 2022 9:09 PM",6efe8fd24d064f77ae1bdd380c6b5039
Broken Hearts are Blue,US,Michigan,Detroit,Caulfield Records (https://www.notion.so/Caulfield-Records-8561e13e17434807a9874f5abb5a088a?pvs=21),"Fletcher (https://www.notion.so/Fletcher-1cd62612a36246b98b45b8add26773fc?pvs=21), Ordination of Aaron (https://www.notion.so/Ordination-of-Aaron-b9e07d660f524b1dbea6802f4f972efe?pvs=21), Gregor (https://www.notion.so/Gregor-f3e9ca3faee74debaabbc1e99af0256a?pvs=21)",,1997,,https://brokenheartsareblue.bandcamp.com/,https://www.discogs.com/artist/684370-Broken-Hearts-Are-Blue,https://rateyourmusic.com/artist/broken-hearts-are-blue,"Indie Rock, Midwest Emo",8,8,,"November 15, 2022 9:30 PM",1d37401706404167a43b3d20a3b355d1
Fletcher,US,Michigan,Kalamazoo,,Broken Hearts are Blue (https://www.notion.so/Broken-Hearts-are-Blue-1d37401706404167a43b3d20a3b355d1?pvs=21),,1995,,,https://www.discogs.com/artist/3350851-Fletcher-17,https://rateyourmusic.com/artist/fletcher-2,"Midwest Emo, Post-Hardcore",6,6,One-release band,"November 15, 2022 9:26 PM",1cd62612a36246b98b45b8add26773fc
Farckus Affair,US,New York,,,,,1993,,,https://www.discogs.com/artist/1540444-Farckus-Affair,https://rateyourmusic.com/artist/the_farckus_affair,"Melodic Hardcore, Post-Hardcore",7,6,,"November 15, 2022 9:21 PM",4e9b8e7ed899465597804167c1539c9a
Miracle of 86 (aka Delusion),US,New York,New York City,"Defiance Records (https://www.notion.so/Defiance-Records-7f6b1e93ba56466bb6a435ac8aea01e9?pvs=21), Immigrant Sun Records (https://www.notion.so/Immigrant-Sun-Records-4d2a1530ea424fe79e407c17a0c13cd2?pvs=21)","Infind (fka Drowjaw, Filter, Carbon) (https://www.notion.so/Infind-fka-Drowjaw-Filter-Carbon-885ab06b540344f59646b91f9e8353d8?pvs=21)",,1995,,,https://www.discogs.com/artist/104110-Miracle-of-86,https://rateyourmusic.com/artist/miracle_of_86,Midwest Emo,,,VA: Emo Diaries,"November 15, 2022 9:17 PM",a39d2c96ec004b849ffbf73c42007cc1
Deckard,US,Pennsylvania,,,Mid Carson July (https://www.notion.so/Mid-Carson-July-fdea035a6b334e76996f87483b06c5ef?pvs=21),,1994,,,https://www.discogs.com/artist/826126-Deckard-3,https://rateyourmusic.com/artist/deckard_f1,Post-Hardcore,6,6,One-release band,"November 15, 2022 9:08 PM",1ce89a6607dc4540b35bcc36605db6d7
Victor Shores,US,"Minnesota, North Dakota",Fargo → Minneapolis,,,,2011,,https://victorshores.bandcamp.com/,https://www.discogs.com/artist/3347814-Victor-Shores,https://rateyourmusic.com/artist/victor_shores,"Melodic Hardcore, Midwest Emo",7,7,,"November 14, 2022 1:06 AM",0026ed47cfe948a4ba2248600d5d7856
String Theory,US,Minnesota,Mankato,,,,1994,,,-,,"Alternative Rock, Indie Rock, Midwest Emo",6,5,> Details unknown,"November 13, 2022 11:27 PM",746259e87ae2455c94566be226ce64ad
Mustangs and Madras,US,Colorado,Denver,,,,2004,,,https://www.discogs.com/artist/6209016-Mustangs-and-Madras,https://rateyourmusic.com/artist/mustangs_and_madras,"Melodic Hardcore, Midwest Emo, Post Punk",6,6,,"November 12, 2022 7:23 PM",40e40d118fcd4d9e9c08a1cee21e87d3
Spoonfed,US,Indiana,South Bend,,emiLy (https://www.notion.so/emiLy-100030117e814009b813392d4815f807?pvs=21),,1993,,https://spoonfed.bandcamp.com/,,,"Melodic Hardcore, Post-Hardcore",5,6,,"November 12, 2022 3:15 PM",efb2c787d4d9482faa0720ff1ceb9c43
Ettison Clio,US,Michigan,East Lansing,Law of Inertia (aka Reignition Recordings) (https://www.notion.so/Law-of-Inertia-aka-Reignition-Recordings-2438a89dbfd1409a9ab14c7c4196b6e0?pvs=21),,The Beautiful Mistake (https://www.notion.so/The-Beautiful-Mistake-3641a1db7c9b43adae3ca6526d3a64e7?pvs=21),2002,http://www.ettisonclio.com/,,https://www.discogs.com/artist/1314178-Ettison-Clio,https://rateyourmusic.com/artist/ettison_clio,"Melodic Hardcore, Midwest Emo",8,8,Female-fronted,"November 10, 2022 12:09 AM",9b04830aced1459e9cb0a4c5aed57f9d
Seven Storey Mountain,US,Arizona,Phoenix,Deep Elm Records (https://www.notion.so/Deep-Elm-Records-d6ecb31d37ea4516b2dadd597abbd7a7?pvs=21),"Redfield (https://www.notion.so/Redfield-cea626b9880945bd9f2af65ae0312750?pvs=21), Fivespeed (https://www.notion.so/Fivespeed-41aba7eb8c6b4816bb42737a033584ce?pvs=21), Tickertape Parade (https://www.notion.so/Tickertape-Parade-2f97598072fc4bbeab23fc80f9e249a4?pvs=21)",Camber (https://www.notion.so/Camber-a2b10e6b54864d5ea9809b40d2944b0d?pvs=21),1996,,https://sevenstoreymountain.bandcamp.com/,https://www.discogs.com/artist/395081-Seven-Storey-Mountain,https://rateyourmusic.com/artist/seven_storey_mountain,,,,"VA: (Don't Forget to) Breathe, VA: Emo Diaries","November 9, 2022 10:51 PM",153c97441096498aa6767bcf0a81c7a8
Cap'n Jazz,US,Illinois,Buffalo Grove,"Jade Tree Records (https://www.notion.so/Jade-Tree-Records-6adc3bbf0da246259fd7df5bd8566527?pvs=21), Polyvinyl Record Company (https://www.notion.so/Polyvinyl-Record-Company-0d60ec16bfc4470d9d90cdac8742662e?pvs=21), Epitaph Records (https://www.notion.so/Epitaph-Records-43269447256b42de9ced4109be03204c?pvs=21)","American Football (https://www.notion.so/American-Football-2f774483032d4146ab0d8e654da1aa7e?pvs=21), The One Up Downstairs (https://www.notion.so/The-One-Up-Downstairs-b1560e1f85ed44e98cc0c3f9c81bb89f?pvs=21), The Promise Ring (https://www.notion.so/The-Promise-Ring-3ab0b8119fd14989894aac0fa9261de1?pvs=21), Owls (https://www.notion.so/Owls-0a6c5e5d9da14fee95d314aefd87b797?pvs=21), Flashlight (https://www.notion.so/Flashlight-39b3158bdb0b44099392a52faa51e5c2?pvs=21), A-Set (https://www.notion.so/A-Set-1d7a24bed34c41ec9ad57d10c13c8dfd?pvs=21), Noyes (https://www.notion.so/Noyes-8d93b1cd920442b1bc3361066078d477?pvs=21), Ghosts and Vodka (https://www.notion.so/Ghosts-and-Vodka-d7edc992ecc74823bb213d4eb0d37193?pvs=21), The Sky Corvair (https://www.notion.so/The-Sky-Corvair-3074fc94b8f04634a170e416a7de06a5?pvs=21), Their / They're / There (https://www.notion.so/Their-They-re-There-ac518afdcb5a45438f12b5bbe7ad692a?pvs=21)",,1993,https://jadetree.com/bands/#/capn-jazz/,https://capnjazz.bandcamp.com/,https://www.discogs.com/artist/690592-Capn-Jazz,https://rateyourmusic.com/artist/capn-jazz,"Melodic Hardcore, Midwest Emo",6,7,With Screamed voice,"November 6, 2022 9:56 PM",51c3c67a285843d4a56785aadaf6432d
The Beautiful Mistake,US,California,Riverside→San Diego,"Law of Inertia (aka Reignition Recordings) (https://www.notion.so/Law-of-Inertia-aka-Reignition-Recordings-2438a89dbfd1409a9ab14c7c4196b6e0?pvs=21), The Militia Group (https://www.notion.so/The-Militia-Group-76d81d49550e4919894c4ba566ac5ae6?pvs=21)",Copeland (https://www.notion.so/Copeland-f1a4a73bad79487fb9c2b6ca668856ab?pvs=21),Ettison Clio (https://www.notion.so/Ettison-Clio-9b04830aced1459e9cb0a4c5aed57f9d?pvs=21),2001,https://www.facebook.com/Thebeautifulmistakeofficial/,,https://www.discogs.com/artist/417162-The-Beautiful-Mistake,https://rateyourmusic.com/artist/the_beautiful_mistake,"Midwest Emo, Post Rock",8,7,,"November 6, 2022 9:46 PM",3641a1db7c9b43adae3ca6526d3a64e7
Copeland,US,Florida,Lakeland,"Tooth & Nail Records (https://www.notion.so/Tooth-Nail-Records-7995b700a34a468b81ad725ec6a17c5b?pvs=21), The Militia Group (https://www.notion.so/The-Militia-Group-76d81d49550e4919894c4ba566ac5ae6?pvs=21)","Denison Marrs (fka Divine Child) (https://www.notion.so/Denison-Marrs-fka-Divine-Child-bdffb3ff1d9b4671a346860d6e8f407a?pvs=21), The Beautiful Mistake (https://www.notion.so/The-Beautiful-Mistake-3641a1db7c9b43adae3ca6526d3a64e7?pvs=21)",,2005,,,https://www.discogs.com/artist/401079-Copeland,,"Indie Rock, Midwest Emo, Piano Rock, Post Rock",8,8,"With Keyboards, With Strings","November 6, 2022 9:35 PM",f1a4a73bad79487fb9c2b6ca668856ab
Pave the Rocket,US,Missouri,St. Louis,Deep Elm Records (https://www.notion.so/Deep-Elm-Records-d6ecb31d37ea4516b2dadd597abbd7a7?pvs=21),,,1998,http://www.deepelm.com/pavetherocket/,https://deepelmdigital.com/album/taken-in,https://www.discogs.com/artist/567413-Pave-The-Rocket,https://rateyourmusic.com/artist/pave_the_rocket,,,8,VA: Emo Diaries,"November 6, 2022 9:19 PM",d6fdef4dc078449d9ba83f1f248c36eb
Jamie 4 President,Spain,Madrid,Madrid,"BCore Disc (https://www.notion.so/BCore-Disc-67224d7215044311ad41428688cac0fb?pvs=21), WATERSLIDE RECORDS (https://www.notion.so/WATERSLIDE-RECORDS-89528e1b36064f2498e16a4fbbf8b3f2?pvs=21)","Notes to Myself (https://www.notion.so/Notes-to-Myself-b0cb5ebf9a9144bab95814dc72a5c565?pvs=21), Ultimate Frisbee (https://www.notion.so/Ultimate-Frisbee-04cad147cbe2470786153ba55e7cea32?pvs=21)",,2017,,https://jamie4president.bandcamp.com/,https://www.discogs.com/artist/4938551-Jamie-4-President,,"Indie Rock, Midwest Emo",8,7,,"November 2, 2022 11:14 AM",3b7d5fe96ea84a32ab3e4f727c93acf5
Snowing,US,Pennsylvania,Lehigh Valley/Philadelphia,"Count Your Lucky Stars (https://www.notion.so/Count-Your-Lucky-Stars-5488c425ea50406ebed4026b728f548a?pvs=21), WATERSLIDE RECORDS (https://www.notion.so/WATERSLIDE-RECORDS-89528e1b36064f2498e16a4fbbf8b3f2?pvs=21)",Glocca Morra (https://www.notion.so/Glocca-Morra-6bf8d65ee31a47188840f5aba5e5777a?pvs=21),,2009,,https://countyourluckystars.bandcamp.com/album/i-could-do-whatever-i-wanted-if-i-wanted,https://www.discogs.com/artist/2023659-Snowing,,"Midwest Emo, Screamo, Twinkle",6,8,"Kinsella-like, With Screamed voice","November 2, 2022 10:42 AM",3a9794faa8ff4f56b0611f11ceb6050c
Slugger Machine,Japan,Kanagawa,Yokosuka,"WATERSLIDE RECORDS (https://www.notion.so/WATERSLIDE-RECORDS-89528e1b36064f2498e16a4fbbf8b3f2?pvs=21), RAFT RECORDS (https://www.notion.so/RAFT-RECORDS-c497784480fa427c97fec5fe255049fc?pvs=21), further platonic records (https://www.notion.so/further-platonic-records-d1ede673502741b592dbd9a9429fe90e?pvs=21)",,,2015,https://twitter.com/SluggerMachine,https://watersliderecords.bandcamp.com/album/stove-league-ep,https://www.discogs.com/artist/4720490-Slugger-Machine,,"Melodic Hardcore, Midwest Emo",7,7,,"November 2, 2022 10:41 AM",c4959eaf37ef460b9b43fd1cb81451b4
Pinehurst Kids,US,Oregon,Portland,,,,1999,,https://pinehurstkids.bandcamp.com/,https://www.discogs.com/artist/3907168-Pinehurst-Kids,https://rateyourmusic.com/artist/pinehurst-kids,,,,,"November 1, 2022 8:31 PM",d18f3d6758564caeb05905b20ffd8757
OFFSEASON,Japan,Okinawa,,WATERSLIDE RECORDS (https://www.notion.so/WATERSLIDE-RECORDS-89528e1b36064f2498e16a4fbbf8b3f2?pvs=21),,,2011,https://offseasonbookmark.tumblr.com/,https://watersliderecords.bandcamp.com/album/kankou,https://www.discogs.com/artist/4174569-Off-Season,,"Emo-Core, Indie Rock, Midwest Emo",5,6,"Kinsella-like, Unmelodic vocal","October 22, 2022 9:08 PM",24d88b98d1f9481aa4ab8c78407994c1
Faster Than Monday,US,Florida?,,,,,,,,-,,"Alternative Rock, Midwest Emo, Post-Hardcore",7,6,> Details unknown,"October 22, 2022 7:44 PM",87b51c2a6a8e4b8c8e5d0a3e3fc8c371
Gauge,US,Illinois,Chicago,,,,1991,,https://gauge.bandcamp.com/,https://www.discogs.com/artist/657214-Gauge-3,,"Alternative Rock, Emo-Core, Post-Hardcore",6,7,,"October 22, 2022 3:52 PM",e500af9dd5414754967f1c3178e117af
The Brave Little Abacus,US,New Hampshire,Sandown,,,,2020,,,https://www.discogs.com/artist/3014105-The-Brave-Little-Abacus,https://rateyourmusic.com/artist/the-brave-little-abacus,"Math, Midwest Emo",8,9,,"October 20, 2022 11:25 PM",12b051a128ef4779a47cfda587f92f69
Ashen,US,Georgia,Athens,Two Sheds Music (https://www.notion.so/Two-Sheds-Music-9f17a897e8554a98baeae0d524f2a51c?pvs=21),,Flux Capacitor (https://www.notion.so/Flux-Capacitor-0584f81f40a84ef09ce96451aa70ecfe?pvs=21),2000,,,https://www.discogs.com/artist/2616031-Ashen,https://rateyourmusic.com/artist/ashen,"Melodic Hardcore, Midwest Emo",7,8,"Female-fronted, VA: Firework Anatomy","October 20, 2022 11:13 PM",1f373d50cfaf469386193cd65d67c244
Aina,Spain,Catalunya,Barcelona,BCore Disc (https://www.notion.so/BCore-Disc-67224d7215044311ad41428688cac0fb?pvs=21),Nueva Vulcano (https://www.notion.so/Nueva-Vulcano-a613a621cec341218f4c988a40747347?pvs=21),,1996,http://bcoredisc.com/ING/bandasBD.php?id_grupo=13,https://bcoredisc.bandcamp.com/album/sevens,https://www.discogs.com/artist/762425-Aina-5,https://rateyourmusic.com/artist/aina_f1,,8,8,VA: Emo Diaries,"October 20, 2022 10:39 PM",c3addc60ed844d31b6f1a6db07aa3205
A Quiet Evening,Japan,Hokkaido,Obihiro,further platonic records (https://www.notion.so/further-platonic-records-d1ede673502741b592dbd9a9429fe90e?pvs=21),,,2015,https://aquieteveninghp.tumblr.com/,,https://www.discogs.com/artist/7944964-A-Quiet-Evening,,,7,6,,"October 20, 2022 10:23 PM",67f8f8dfbff244ed8a1ed1e1726b2baf
Poster Children,US,Illinois,Champaign,,"National Skyline (https://www.notion.so/National-Skyline-41d1fdd25b99404c93e83106b1343177?pvs=21), Seam (https://www.notion.so/Seam-470938f319bc47d09731e6b532a492af?pvs=21)",,1989,https://posterchildren.com/,,https://www.discogs.com/artist/129172-Poster-Children,https://rateyourmusic.com/artist/poster_children,"Alternative Rock, Post-Hardcore",7,8,,"October 18, 2022 11:08 PM",591ce858764c4928808ab2f8ccbd2a12
Avast!,UK/Scotland,Dundee,,,Stapleton (https://www.notion.so/Stapleton-90590595ae6148098bea2384bbf8d0a7?pvs=21),,2006,,https://avastuk.bandcamp.com/,https://www.discogs.com/artist/1048167-Avast!,,"Indie Rock, Math, Midwest Emo",7,8,,"October 18, 2022 8:56 PM",8aecd3e625994102a5c94b329e6e9a54
Guitar Fight from Fooly Cooly,US,Tennessee,Cleveland,Thumbs Up Records (https://www.notion.so/Thumbs-Up-Records-0defee403edc4966b05107692cc16556?pvs=21),Gwuak! (https://www.notion.so/Gwuak-870a5cd76ec34dc2b0620e1b3574265b?pvs=21),Gwuak! (https://www.notion.so/Gwuak-870a5cd76ec34dc2b0620e1b3574265b?pvs=21),2018,https://twitter.com/gfx3c,,https://www.discogs.com/artist/7286894-Guitar-Fight-from-Fooly-Cooly,https://rateyourmusic.com/artist/guitar-fight-from-fooly-cooly,"Midwest Emo, Noise Pop, Twinkle",8,8,With Sampling,"October 15, 2022 5:28 PM",57457bf99c0948e5999997e5d80c68e8
NAHT,Japan,Tokyo,,"Deep Elm Records (https://www.notion.so/Deep-Elm-Records-d6ecb31d37ea4516b2dadd597abbd7a7?pvs=21), ZK Records (https://www.notion.so/ZK-Records-8ed8087ebab24fcea91d10bc375e87e7?pvs=21), TIME BOMB RECORDS (https://www.notion.so/TIME-BOMB-RECORDS-7e646a59279e4a86ba33b838cbbaf845?pvs=21)",bluebeard (https://www.notion.so/bluebeard-2f1f25ae810f4cb9bb41bca382bd5125?pvs=21),COWPERS (https://www.notion.so/COWPERS-2b66d627a84548de8e5718e31af30998?pvs=21),1995,,,https://www.discogs.com/artist/617705-Naht,,"Emo-Core, Midwest Emo, Post-Hardcore",8,8,VA: Emo Diaries,"October 12, 2022 11:37 PM",5cb5e34443a146b0b3b46974db818f50
amber,Japan,,,,,,2021,https://twitter.com/amber_cohaku,https://amber16g.bandcamp.com/,-,,"Alternative Rock, Indie Rock, Midwest Emo",8,7,Vocaloid,"October 12, 2022 11:24 PM",5b7eec270d4c44bd9317232cfc60e5af
Join’r,US,California,Atwater/Merced,,Driver Eleven (https://www.notion.so/Driver-Eleven-a05cbed3e513453c9260ac786f78abe6?pvs=21),,1998,,https://joinr.bandcamp.com/,https://www.discogs.com/artist/5176188-Joinr,https://rateyourmusic.com/artist/joinr,"Melodic Hardcore, Midwest Emo, Post-Hardcore",8,8,,"October 12, 2022 11:06 PM",d93c28daa6844651bc7ccc71f6db8762
Luck of Aleia,US,Nebraska,Lincoln,Caulfield Records (https://www.notion.so/Caulfield-Records-8561e13e17434807a9874f5abb5a088a?pvs=21),Sideshow (https://www.notion.so/Sideshow-476e0d9da21740ca83a976aae902ac4b?pvs=21),,1999,,,https://www.discogs.com/artist/2085369-Luck-Of-Aleia,https://rateyourmusic.com/artist/luck-of-aleia,Midwest Emo,7,8,,"October 10, 2022 4:48 PM",5655da5e17454328a7865715d2879cdc
Sideshow,US,Nebraska,Lincoln,Caulfield Records (https://www.notion.so/Caulfield-Records-8561e13e17434807a9874f5abb5a088a?pvs=21),"Luck of Aleia (https://www.notion.so/Luck-of-Aleia-5655da5e17454328a7865715d2879cdc?pvs=21), Eric the Red (https://www.notion.so/Eric-the-Red-b0b5ca6009924d4fbd13e379b58cf265?pvs=21)",,1990,,https://sideshow.bandcamp.com/,https://www.discogs.com/artist/1009969-Sideshow-3,https://rateyourmusic.com/artist/sideshow_f1,"Hardcore Punk, Post-Hardcore",5,5,,"October 10, 2022 4:44 PM",476e0d9da21740ca83a976aae902ac4b
A Picturebook of Saints,US,Missouri,St. Louis,,,,2003,https://web.archive.org/web/20050409004757/http://apicturebookofsaints.thenewbeat.net/news.php,https://thenewbeat.bandcamp.com/album/a-picturebook-of-saints,https://www.discogs.com/artist/5314209-A-Picturebook-Of-Saints,https://rateyourmusic.com/artist/a_picturebook_of_saints,"Math, Midwest Emo, Pop Punk, Post-Hardcore",7,7,> Details unknown,"October 10, 2022 11:36 AM",d2b6b533186849da93e65409ae19bcef
Sundownradio,US,Colorado,Denver?,,,,2004,,,https://www.discogs.com/artist/2613636-Sundownradio,,"Alternative Rock, Pop Punk",7,7,"> Details unknown, One-release band, Twin-vocal","October 10, 2022 11:35 AM",8f153807763849038c1243a72e9d5ca5
Eamon,US,Nebraska,Omaha?,Caulfield Records (https://www.notion.so/Caulfield-Records-8561e13e17434807a9874f5abb5a088a?pvs=21),Eric the Red (https://www.notion.so/Eric-the-Red-b0b5ca6009924d4fbd13e379b58cf265?pvs=21),Grander (https://www.notion.so/Grander-434bf4e4b14f410da60acaabfd14dcca?pvs=21),1995,,,https://www.discogs.com/artist/1454322-Eamon-3,https://rateyourmusic.com/artist/eamon-2,"Emo-Core, Midwest Emo",6,7,,"October 10, 2022 11:21 AM",88cc3063e32a4e5691e845bce85f9610
Bayonets,UK/England,West Midlands,Hereford,,,,2009,,,https://www.discogs.com/artist/7615912-Bayonets-3,,Midwest Emo,7,7,,"October 10, 2022 11:19 AM",3b30b22c54c148d2863ff3d6f0dd83ee
Bullet Union,UK/England,London,London,,,,2003,,,https://www.discogs.com/artist/1157267-Bullet-Union,,"Emo-Core, Indie Rock, Post-Hardcore",6,7,,"October 10, 2022 11:18 AM",3108746f61f04b9387f963372eda1b71
Halfslide,US,Delaware,Wilmington,,,,2001,,https://halfslide.bandcamp.com/,,,"Alternative Rock, Melodic Hardcore, Midwest Emo, Power Pop",8,8,,"October 10, 2022 11:14 AM",f6b6d13cd2294092815370cf94f6f441
All the Dead Pilots,US,Maryland,Baltimore,,,,2002,,,https://www.discogs.com/artist/1349174-All-The-Dead-Pilots,https://rateyourmusic.com/artist/all-the-dead-pilots-2,"Midwest Emo, Post-Hardcore",7,7,,"October 10, 2022 11:13 AM",7d66b4b50fba4105b6c513c7579c38b8
Scientist the Orange Pip,UK/England,Devon,Plymouth,,,,2008,https://www.reverbnation.com/scientisttheorangepip/,,https://www.discogs.com/artist/1105709-Scientist-The-Orange-Pip,-,"Indie Rock, Math, Midwest Emo",7,7,,"October 10, 2022 11:11 AM",aad66ffc342748918ff52fe5fcb9beec
Frammenti,Italy,Piemonte,Torino,,,,1993,,https://love-boat.bandcamp.com/album/corrono-ginocchia-sbucciate,https://www.discogs.com/artist/681149-Frammenti,,"Emo-Core, Hardcore Punk, Post-Hardcore",5,6,,"October 10, 2022 11:10 AM",6945f28dfb3e46c4b6a1071642794e1d
Valet,US,Minnesota,Minneapolis,,,,2000,,https://valet1.bandcamp.com/,https://www.discogs.com/artist/2463585-Valet-2,,"Indie Folk, Indie Rock, Midwest Emo",8,7,With Keyboards,"October 10, 2022 11:08 AM",1afeeac2ebcb40bcb22d87206eb2023f
Greetings from Joon,US,Florida,Lakeland,,,,1999,https://web.archive.org/web/19991128051144/http://flamepro.com/joon/map.htm,,https://www.discogs.com/artist/2195349-Greetings-From-Joon,https://rateyourmusic.com/artist/greetings_from_joon,"Indie Rock, Midwest Emo, Post-Hardcore",7,8,"CCM, Kinsella-like, With Keyboards","October 10, 2022 11:08 AM",c3160e63b4f44090bfd5a6d2faeb7fa2
Little Brazil,US,Nebraska,Omaha,,Race for Titles (https://www.notion.so/Race-for-Titles-c606970fe5434ca7ba4734dbc5684c84?pvs=21),,2004,,https://littlebrazil.bandcamp.com/,https://www.discogs.com/artist/4327947-Little-Brazil,,,,,,"October 10, 2022 10:49 AM",95370d31525a46efb5b67bb2927e1cd1
