Artist,Country,State/Region/Province,City,Related Labels,Related Bands,Released split with,Year (of the first release),Website,Streaming Site,Discogs,Rate Your Music,Style,Melodiousness,My rating,Tags,Added at,Page ID
The Junket,,,,,,,1998,,,https://www.discogs.com/artist/948806-The-Junket,,,,,,"October 10, 2022 10:47 AM",f070406b72744c068a7eb8bc1481997e
The Felix Culpa,US,Illinois,Rockford,No Sleep Records (https://www.notion.so/No-Sleep-Records-ad40ec389b58490b9479a2a2c0fb76f6?pvs=21),,,2003,,https://thefelixculpa.bandcamp.com/,https://www.discogs.com/artist/2174617-The-Felix-Culpa,,,,,,"October 10, 2022 10:46 AM",d5424d28c9f74c2d93a69e16c77fb9ad
Bluebottle Kiss,Australia,New South Wales,Sydney,,,,1995,,https://bluebottlekiss.bandcamp.com/,https://www.discogs.com/artist/300241-Bluebottle-Kiss,,"Emo-Core, Midwest Emo",7,7,,"October 10, 2022 10:44 AM",db3e7a8489c347eea3edae67d01fb62f
The Forms,,,,,,,2003,,,https://www.discogs.com/artist/776029-The-Forms,,"Indie Rock, Midwest Emo, Post-Hardcore",7,7,,"October 10, 2022 10:43 AM",674442229be04e67b0c756bdaed2672d
The Ladderback,US,North Carolina,Raleigh,,,,1998,,https://theladderback.bandcamp.com/,https://www.discogs.com/artist/2750317-The-Ladderback,,"Emo-Core, Hardcore Punk, Post-Hardcore, Screamo",5,7,With Screamed voice,"October 10, 2022 10:41 AM",8738278bc43848bea75c3618a70539be
Blewett,US,Wisconsin,Fond du Lac?,,,,2003,,https://blewett.bandcamp.com/,-,,,,,,"October 10, 2022 10:39 AM",1a137c7df47845b79aa9c4534bd28d9d
Stitch,US,Florida,Tampa,New Granada Records (https://www.notion.so/New-Granada-Records-e248d623d9364b56a78180d2f3af5647?pvs=21),Pohgoh (https://www.notion.so/Pohgoh-295d85bfe908448aac67464e3a4b02c4?pvs=21),,1994,,,https://www.discogs.com/artist/1498333-Stitch-7,,,,,VA: The Emo Philips Diaries: From Tampa To Eternity,"October 10, 2022 10:30 AM",0ed1104fd5fd425383295838eec1d9f5
Closure (aka The Sophomore Effort),US,Florida,Tampa,,,,2001,http://web.archive.org/web/20010701195454fw_/http://web.tampabay.rr.com/skiser1/page1.htm,https://manasotamusicscene.bandcamp.com/album/demo,https://www.discogs.com/artist/2289005-The-Sophomore-Effort,,,,,VA: The Emo Philips Diaries: From Tampa To Eternity,"October 10, 2022 10:22 AM",75c56dcb4e0b4ec8b6ea227dd60603a4
Bird Gets the Smile,US,,,,,,2000,https://web.archive.org/web/20040523022955/http://birdgetsthesmile.com/,,https://www.discogs.com/artist/3772093-Bird-Gets-The-Smile,https://rateyourmusic.com/artist/bird_gets_the_smile,"Midwest Emo, Post-Hardcore",6,7,"> Details unknown, Twin-vocal","October 10, 2022 10:20 AM",1f6e78b4237f4a468a75a3250494848f
Finned Pilot,US,Florida,Manatee/Sarasota,,,,2003,,https://manasotamusicscene.bandcamp.com/album/here-we-go-again,https://www.discogs.com/artist/1051306-Finned-Pilot,,,,,,"October 10, 2022 10:10 AM",2588a45ba68a40ebb5b5a9652bab595f
Redfield,US,Arizona,Tempe,Sunset Alliance Records (https://www.notion.so/Sunset-Alliance-Records-d6b727b0b9b044e495fc9da141a74502?pvs=21),"Fivespeed (https://www.notion.so/Fivespeed-41aba7eb8c6b4816bb42737a033584ce?pvs=21), Seven Storey Mountain (https://www.notion.so/Seven-Storey-Mountain-153c97441096498aa6767bcf0a81c7a8?pvs=21)",,1999,,,https://www.discogs.com/artist/364582-Redfield,https://rateyourmusic.com/artist/redfield,,,,,"October 10, 2022 10:09 AM",cea626b9880945bd9f2af65ae0312750
Kolya,US,Massachusetts,Cambridge,Caulfield Records (https://www.notion.so/Caulfield-Records-8561e13e17434807a9874f5abb5a088a?pvs=21),The Union Ares (https://www.notion.so/The-Union-Ares-08ea281cc3c24549a17f7492a9893b75?pvs=21),,,,,https://www.discogs.com/artist/1818895-Kolya,,,,,,"October 10, 2022 10:08 AM",7caa50718f0845bea9d758d8f099b0d2
Breakeven,US,Illinois,Chicago,,,,1995,,,https://www.discogs.com/artist/3550527-Breakeven-2,,,,,,"October 10, 2022 10:05 AM",bfe037e798f4450898c230d981302845
Bluebird,UK/England,Nottinghamshire,Nottingham,,,,2013,,https://bluebirdnotts.bandcamp.com/,https://www.discogs.com/artist/7254511-Bluebird-15,,,,,,"October 10, 2022 10:01 AM",3ba45c32170743849cc6cef739421afc
Vine,,,,,,,,,https://vine5.bandcamp.com/,,,,,,,"October 10, 2022 10:00 AM",8354a50c430d451daaee756bc2f8679f
Ellison,,,,,,,1996,https://ellison95.bandcamp.com/,,,,,,,,"October 10, 2022 10:00 AM",85ceb4d090694eefa84fe8e94af1aad0
Charlie Brown Gets a Valentine,,,,,,,,,https://cbgav.bandcamp.com/,https://www.discogs.com/artist/535097-Charlie-Brown-Gets-a-Valentine,,,,,,"October 10, 2022 9:59 AM",5ec45f7274c7462aa7d8b9fa72a7494d
Waterdown,Germany,"Land Niedersachsen, Nordrhein-Westfalen",Osnabrück/Ibbenbüren,,,By a Thread (https://www.notion.so/By-a-Thread-11ba6b1ad8cc4f94a0143f8c7a61126a?pvs=21),2000,,https://waterdownofficial.bandcamp.com/,https://www.discogs.com/artist/252423-Waterdown,,"Alternative Rock, Midwest Emo, Post-Hardcore",8,7,With Screamed voice,"October 9, 2022 12:50 PM",99c56fe53bec40d08ce2885b512bee69
Shutdown,UK/England,Gloucestershire,Tewkesbury,,,,1991,,,https://www.discogs.com/artist/2317072-Shutdown-5,,"Emo-Core, Midwest Emo, Post-Hardcore",7,8,,"October 9, 2022 12:46 PM",7df29cb033394ccb95cc02ebd7025f44
Seanews,France,,,,Vanilla (https://www.notion.so/Vanilla-8ecf8c0780fa4696b32da9bdd507d905?pvs=21),,2002,,,https://www.discogs.com/artist/1468010-Seanews,,"Indie Rock, Midwest Emo",7,7,,"October 9, 2022 12:43 PM",2750263766a84337839d400216eaf3ed
Pinq,US,California,San Fransisco,,,,2002,,,https://www.discogs.com/artist/1333871-Pinq,,"Midwest Emo, Post Rock, Slowcore",7,8,,"October 9, 2022 12:40 PM",46d587134f544df488c6c64aa7552571
Grayson,US,Illinois,Chicago?,,,,2002,,https://dupagecountyhardcore.bandcamp.com/album/whatever-works,https://www.discogs.com/artist/1750306-Grayson-3,,"Melodic Hardcore, Midwest Emo",7,7,With Keyboards,"October 9, 2022 12:38 PM",118530dffeb94eec95452e402fc65488
Boys Go to War,US,,,,,,2005,,,https://www.discogs.com/artist/4679545-Boys-Go-To-War,,"Emo-Core, Midwest Emo, Post-Hardcore",7,7,,"October 9, 2022 12:34 PM",ead0cf3a214b475580b3e697cffcf16a
June,US,Florida,Manatee/Sarasota,,,,1995,,https://manasotamusicscene.bandcamp.com/album/running-with-scissors,-,https://rateyourmusic.com/artist/june-14,"Midwest Emo, Post-Hardcore",8,7,,"October 9, 2022 12:28 PM",d75c8209b3464779a4db7ae55f2febac
While They Slept,,,,,,,2001,,,https://www.discogs.com/artist/2177592-While-They-Slept,,"Midwest Emo, Post Rock",7,7,,"October 9, 2022 12:27 PM",e858b4218b184e4ea36e0454961dd71b
Slight Return,,,,,,,,,,https://www.discogs.com/artist/4892857-Slight-Return-2,,Midwest Emo,7,7,,"October 9, 2022 12:26 PM",1398de970857440fa32ac7aefd90c883
Victim of Modern Age,,,,,,,2002,,,https://www.discogs.com/artist/4261541-Victim-Of-Modern-Age,,,,,,"October 9, 2022 12:24 PM",eef8666719e547b89d9e9306170adc58
Lyndal Control,US,Utah,Salt Lake City,,,Maya Shore (https://www.notion.so/Maya-Shore-250af97a1dff4ecca26c4309cec2956e?pvs=21),1998,,https://lyndalcontrol.bandcamp.com/,https://www.discogs.com/artist/2514888-Lyndal-Control,https://rateyourmusic.com/artist/lyndal-control,"Indie Rock, Midwest Emo",5,7,,"October 9, 2022 12:23 PM",e4e490919e7540f1bbf33172cf426d3c
Respira,US,California,Thousand Oaks,,Pretend (https://www.notion.so/Pretend-2881f98e831b40c2a0541b3e45907371?pvs=21),,2000,,https://exoticfever.bandcamp.com/album/a-still-silhouette,https://www.discogs.com/artist/1404151-Respira,https://rateyourmusic.com/artist/respira,,,,,"October 9, 2022 12:22 PM",04b3baefcf7c4ce4bcab81fb30366abe
Monochrome,Germany,Berlin,Berlin,Stickman Records (https://www.notion.so/Stickman-Records-73b7ccb6f4194feba32a5d458044be95?pvs=21),,,1996,,,https://www.discogs.com/artist/420464-Monochrome-8,https://rateyourmusic.com/artist/monochrome,"Indie Rock, Midwest Emo, Post-Hardcore",7,7,,"October 9, 2022 12:20 PM",a08144bc38e14aab9df7fb2b50df0f1d
A Week in July,US,Pennsylvania,Pittsburgh,,,,2002,http://web.archive.org/web/20030801102625/http://www.aweekinjuly.com/main.html,,https://www.discogs.com/artist/4541034-A-Week-in-July,,"Melodic Hardcore, Midwest Emo",7,7,,"October 9, 2022 12:19 PM",1960a2836133403aaf52e5d206cb1fe6
Idle Hands,US,California,,,Copper (https://www.notion.so/Copper-d347287ebc1446eb90760e526a941de6?pvs=21),,1999,,,https://www.discogs.com/artist/100475-Idle-Hands,https://rateyourmusic.com/artist/idle-hands-3,"Alternative Rock, Melodic Hardcore, Midwest Emo, Post-Hardcore",7,7,,"October 9, 2022 12:18 PM",ade95af1dda64e74ab2e15a4e5d6bfed
Welch,Italy,Lombardia,Mantova,,,,2001,,,https://www.discogs.com/artist/3251739-Welch-3,https://rateyourmusic.com/artist/welch,"Melodic Hardcore, Midwest Emo",8,7,Twin-vocal,"October 9, 2022 12:14 PM",76d3a9cb15954859b1ea122b42e53dd6
Vanilla,France,Île-de-France,Charenton,Genet Records (https://www.notion.so/Genet-Records-0fa320aef53542e9a8dfa27572a7a1cb?pvs=21),Seanews (https://www.notion.so/Seanews-2750263766a84337839d400216eaf3ed?pvs=21),There Is A Light That Never Goes Out (https://www.notion.so/There-Is-A-Light-That-Never-Goes-Out-37547c09f5b34ee6860a283e4b9e00cf?pvs=21),1994,,,https://www.discogs.com/artist/332831-Vanilla-3,,"Midwest Emo, Post-Hardcore, Screamo",8,7,With Screamed voice,"October 9, 2022 12:09 PM",8ecf8c0780fa4696b32da9bdd507d905
Saleontomorrow,UK/England,Norfolk,Norwich,,,Saleontomorrow (https://www.notion.so/Saleontomorrow-057a080870604700817fc9d522b2f2ec?pvs=21),2006,,,https://www.discogs.com/artist/534929-Saleontomorrow,https://rateyourmusic.com/artist/saleontomorrow,"Indie Rock, Math, Midwest Emo",8,7,,"October 6, 2022 2:18 PM",057a080870604700817fc9d522b2f2ec
The Edmund Fitzgerald (fka Elizabeth),UK/England,Oxfordshire,Oxford,,,Youthmovies (fka Youthmovie Soundtrack Strategies) (https://www.notion.so/Youthmovies-fka-Youthmovie-Soundtrack-Strategies-cf051cc4335c4f59a7a3b9320d17b486?pvs=21),2003,,,https://www.discogs.com/artist/320718-The-Edmund-Fitzgerald,,"Indie Rock, Math, Midwest Emo, Post Rock",7,7,,"October 6, 2022 2:18 PM",c357ab5b1e264217af5adc2ce7bb2790
Tabar,UK/England,Derbyshire,Swadlincote,,,,2010,,,https://www.discogs.com/artist/6301521-Tabar,https://rateyourmusic.com/artist/tabar,"Math, Midwest Emo, Twinkle",7,7,Female-fronted,"October 6, 2022 2:17 PM",f48cc041b87e4c57b3b33b7faf3fd6d5
Andy Tanner,US,Colorado,Colorado,Deep Elm Records (https://www.notion.so/Deep-Elm-Records-d6ecb31d37ea4516b2dadd597abbd7a7?pvs=21),Laymen Terms (https://www.notion.so/Laymen-Terms-3bbc62b53f8546eca860de25212c78cf?pvs=21),,2008,,,https://www.discogs.com/artist/904221-Andy-Tanner-His-Grand-Piano,,,,,VA: Emo Diaries,"October 5, 2022 12:01 AM",b2a7e8e374444b20b08442e45643c6e3
Drive Til Morning,US,Texas,Austin,Deep Elm Records (https://www.notion.so/Deep-Elm-Records-d6ecb31d37ea4516b2dadd597abbd7a7?pvs=21),Pop Unknown (https://www.notion.so/Pop-Unknown-97542e25be354ce6b4c0d465d8939626?pvs=21),,2002,http://www.deepelm.com/bands/index_drive.html,https://deepelmdigital.com/album/drive-til-morning,https://www.discogs.com/artist/616681-Drive-Til-Morning,https://rateyourmusic.com/artist/drive_til_morning,,,,VA: Emo Diaries,"October 4, 2022 10:01 PM",6d6b6e6c58dc4b85a7e9a731e94cfe3d
Pop Unknown,US,Texas,Austin,Deep Elm Records (https://www.notion.so/Deep-Elm-Records-d6ecb31d37ea4516b2dadd597abbd7a7?pvs=21),"Imbroco (https://www.notion.so/Imbroco-275337e17b344b35aa71b4158e75359a?pvs=21), Mineral (https://www.notion.so/Mineral-080e90de1a784c958de4ee8898cb88aa?pvs=21), Drive Til Morning (https://www.notion.so/Drive-Til-Morning-6d6b6e6c58dc4b85a7e9a731e94cfe3d?pvs=21)",Sunfactor (https://www.notion.so/Sunfactor-030be5371c51404294f36585dd493482?pvs=21),1999,http://www.deepelm.com/bands/index_pop.html,https://deepelmdigital.com/album/if-arsenic-fails-try-algebra,https://www.discogs.com/artist/568387-Pop-Unknown,https://rateyourmusic.com/artist/pop_unknown,Midwest Emo,7,7,"VA: Emo Diaries, VA: The First Crush Compilation","October 4, 2022 8:35 PM",97542e25be354ce6b4c0d465d8939626
Imbroco,US,Texas,Austin,Deep Elm Records (https://www.notion.so/Deep-Elm-Records-d6ecb31d37ea4516b2dadd597abbd7a7?pvs=21),"Mineral (https://www.notion.so/Mineral-080e90de1a784c958de4ee8898cb88aa?pvs=21), Pop Unknown (https://www.notion.so/Pop-Unknown-97542e25be354ce6b4c0d465d8939626?pvs=21), Pretty the Quick Black Eyes (https://www.notion.so/Pretty-the-Quick-Black-Eyes-f654025656874e60921d3c15d634b429?pvs=21)",,2000,http://www.deepelm.com/sum/387_sum.html,https://deepelmdigital.com/album/are-you-my-lionkiller,https://www.discogs.com/artist/626878-Imbroco,https://rateyourmusic.com/artist/imbroco,Midwest Emo,8,7,,"October 4, 2022 8:30 PM",275337e17b344b35aa71b4158e75359a
The Gloria Record,US,Texas,Austin,Crank! A Record Company (https://www.notion.so/Crank-A-Record-Company-3296565183d04407b08e99b751b2871f?pvs=21),"Mineral (https://www.notion.so/Mineral-080e90de1a784c958de4ee8898cb88aa?pvs=21), The Jealous Sound (https://www.notion.so/The-Jealous-Sound-a05670818caf4dc7aec2c5366499a94f?pvs=21), Suburban Eyes (https://www.notion.so/Suburban-Eyes-76eca8116a1c4f428e4b5f4d3f11ffe1?pvs=21)",,1998,,,https://www.discogs.com/artist/615446-The-Gloria-Record,https://rateyourmusic.com/artist/the_gloria_record,"Electronica, Midwest Emo",7,6,,"October 3, 2022 11:51 PM",333663a100a1449595de064fa551f1b0
Knapsack,US,California,Davis → Sacramento,Arctic Rodeo Recordings (https://www.notion.so/Arctic-Rodeo-Recordings-dc02917d138b4df281c1b05ad108d16e?pvs=21),The Jealous Sound (https://www.notion.so/The-Jealous-Sound-a05670818caf4dc7aec2c5366499a94f?pvs=21),,1994,https://www.thebandknapsack.com/,,https://www.discogs.com/artist/541739-Knapsack,https://rateyourmusic.com/artist/knapsack,Pop Punk,,,VA: (Don't Forget to) Breathe,"October 3, 2022 11:34 PM",1d6c1034bd324b4898dbf0119cd75468
Owls,US,Illinois,Chicago,Jade Tree Records (https://www.notion.so/Jade-Tree-Records-6adc3bbf0da246259fd7df5bd8566527?pvs=21),"Cap'n Jazz (https://www.notion.so/Cap-n-Jazz-51c3c67a285843d4a56785aadaf6432d?pvs=21), Ghosts and Vodka (https://www.notion.so/Ghosts-and-Vodka-d7edc992ecc74823bb213d4eb0d37193?pvs=21), The Fire Theft (https://www.notion.so/The-Fire-Theft-757a71549f2d4c778d69aa228f6dbe55?pvs=21)",,2000,,,https://www.discogs.com/artist/301454-Owls,,"Indie Rock, Math, Midwest Emo",6,5,VA: Michiganfest 2002,"October 3, 2022 10:01 PM",0a6c5e5d9da14fee95d314aefd87b797
The Jealous Sound,US,California,Los Angeles,"Rise Records (https://www.notion.so/Rise-Records-a1b69b04c26244c998c19c4822ea170e?pvs=21), Suburban Home Records (https://www.notion.so/Suburban-Home-Records-2fe8c26e49d645659515035131026969?pvs=21), The Militia Group (https://www.notion.so/The-Militia-Group-76d81d49550e4919894c4ba566ac5ae6?pvs=21)","Sunday's Best (https://www.notion.so/Sunday-s-Best-c09c94ab46084ec4a89466b8f9da7a34?pvs=21), Juno (https://www.notion.so/Juno-1160290ac0164e8b972a2f8b0af93a37?pvs=21), Benton Falls (https://www.notion.so/Benton-Falls-6542eb75dc4c456193529e8f2849214f?pvs=21), The Gloria Record (https://www.notion.so/The-Gloria-Record-333663a100a1449595de064fa551f1b0?pvs=21), Knapsack (https://www.notion.so/Knapsack-1d6c1034bd324b4898dbf0119cd75468?pvs=21), Sunny Day Real Estate (https://www.notion.so/Sunny-Day-Real-Estate-bbfd00a079ea48f990fbf7d3bc8d60be?pvs=21), The Fire Theft (https://www.notion.so/The-Fire-Theft-757a71549f2d4c778d69aa228f6dbe55?pvs=21)",,2003,https://web.archive.org/web/20120306094028/http://jealoussound.com/,,https://www.discogs.com/artist/1398350-The-Jealous-Sound,https://rateyourmusic.com/artist/the-jealous-sound,,,,,"October 3, 2022 9:49 PM",a05670818caf4dc7aec2c5366499a94f
Pygmy I’m cricket,Japan,Tokyo,,,,,2019,https://twitter.com/i_pygmy,https://pygmyimcricket.bandcamp.com/,-,,"Indie Rock, Math, Midwest Emo",7,7,Kinsella-like,"October 2, 2022 1:01 PM",e183c3604bf6465baf2004d6353ebcc2
overused,Japan,Tokyo,,,,,2020,https://twitter.com/overused_group,https://www.tunecore.co.jp/artists/overused,,,"Alternative Rock, Midwest Emo, Noise Pop",8,8,Twin-vocal,"October 2, 2022 12:08 PM",1c784959c94644afb984cd861c899b11
The Fire Theft,US,Washington,Seattle,,"Sunny Day Real Estate (https://www.notion.so/Sunny-Day-Real-Estate-bbfd00a079ea48f990fbf7d3bc8d60be?pvs=21), The Jealous Sound (https://www.notion.so/The-Jealous-Sound-a05670818caf4dc7aec2c5366499a94f?pvs=21), C-Clamp (https://www.notion.so/C-Clamp-9d4c381ec83c4373ad869d2230740505?pvs=21), Juno (https://www.notion.so/Juno-1160290ac0164e8b972a2f8b0af93a37?pvs=21), Owls (https://www.notion.so/Owls-0a6c5e5d9da14fee95d314aefd87b797?pvs=21), National Skyline (https://www.notion.so/National-Skyline-41d1fdd25b99404c93e83106b1343177?pvs=21)",,2003,https://web.archive.org/web/20100218005818/http://www.thefiretheft.com/,,https://www.discogs.com/artist/402894-The-Fire-Theft,https://rateyourmusic.com/artist/the-fire-theft,"Alternative Rock, Indie Folk, Midwest Emo",8,8,,"October 1, 2022 10:18 PM",757a71549f2d4c778d69aa228f6dbe55
C-Clamp,US,Illinois,Urbana/Champaign → Chicago,"The Rosewood Union (https://www.notion.so/The-Rosewood-Union-7816afcfebc047199fd4e4eca7a7716c?pvs=21), Numero Group (https://www.notion.so/Numero-Group-739ec8784924431981126b1ecbd98719?pvs=21), Ohio Gold Records (https://www.notion.so/Ohio-Gold-Records-00fc85245f5f4573870a6d21baf01f78?pvs=21)","Sunny Day Real Estate (https://www.notion.so/Sunny-Day-Real-Estate-bbfd00a079ea48f990fbf7d3bc8d60be?pvs=21), National Skyline (https://www.notion.so/National-Skyline-41d1fdd25b99404c93e83106b1343177?pvs=21), The Fire Theft (https://www.notion.so/The-Fire-Theft-757a71549f2d4c778d69aa228f6dbe55?pvs=21)",,1993,,https://c-clamp.bandcamp.com/,https://www.discogs.com/artist/151031-C-Clamp,https://rateyourmusic.com/artist/c_clamp,"Midwest Emo, Slowcore",8,9,VA: Ground Rule Double,"October 1, 2022 10:05 PM",9d4c381ec83c4373ad869d2230740505
Wood,Italy,Piedmont,Verbania,Green Records (https://www.notion.so/Green-Records-ab5008c596f0478fb394f9dd35bab45d?pvs=21),,,1998,,,https://www.discogs.com/artist/503100-Wood-4,,"Hardcore Punk, Melodic Hardcore, Midwest Emo, Post-Hardcore",6,7,VA: Love Still Has Its Meaning,"October 1, 2022 9:58 PM",f70ace20720d40beb32fccf9fe53942f
Manatee (aka Cassette),US,Texas,Austin,,,,1999,,https://soundcloud.com/user-667510652,https://www.discogs.com/artist/5396800-Manatee-6,https://rateyourmusic.com/artist/manatee,"Alternative Rock, Midwest Emo, Pop Punk",7,7,,"October 1, 2022 4:20 PM",144ebc01069b4f2f865caeff8f60dd0a
Ash County Sluggers,US,Florida,Gainesville,Ashtray Monument (https://www.notion.so/Ashtray-Monument-ae46fc186dc34fa598fd59c34b0ae765?pvs=21),,,1996,,,https://www.discogs.com/artist/965467-Ash-County-Sluggers,,"Melodic Hardcore, Midwest Emo, Post-Hardcore",7,7,,"September 30, 2022 12:09 AM",a0944f6e93cc485494087667c72c44a2
Photocell,US,Florida,Orlando,Ashtray Monument (https://www.notion.so/Ashtray-Monument-ae46fc186dc34fa598fd59c34b0ae765?pvs=21),"Michigan Winter (https://www.notion.so/Michigan-Winter-6d775f370a7f473fa0cce67e1ad7b287?pvs=21), Into Ashes (https://www.notion.so/Into-Ashes-8015853427b2428f804512a90fc710f0?pvs=21)",,2003,,,https://www.discogs.com/artist/7776460-Photocell,,Midwest Emo,7,7,,"September 30, 2022 12:03 AM",8f50a87be3e343bf919ddb4ec01eb157
Michigan Winter,US,Florida,Orlando,Ashtray Monument (https://www.notion.so/Ashtray-Monument-ae46fc186dc34fa598fd59c34b0ae765?pvs=21),"Bright Line Spectrum (https://www.notion.so/Bright-Line-Spectrum-e8f1ab6e09644279907822982a4e1e80?pvs=21), Photocell (https://www.notion.so/Photocell-8f50a87be3e343bf919ddb4ec01eb157?pvs=21)",,2003,,,https://www.discogs.com/artist/7784259-Michigan-Winter,,"Melodic Hardcore, Midwest Emo",7,7,Twin-vocal,"September 29, 2022 11:57 PM",6d775f370a7f473fa0cce67e1ad7b287
Into Ashes,US,Florida,Tallahassee,Ashtray Monument (https://www.notion.so/Ashtray-Monument-ae46fc186dc34fa598fd59c34b0ae765?pvs=21),Photocell (https://www.notion.so/Photocell-8f50a87be3e343bf919ddb4ec01eb157?pvs=21),,2001,,,https://www.discogs.com/artist/1248594-Into-Ashes,,Midwest Emo,8,8,Twin-vocal,"September 29, 2022 11:51 PM",8015853427b2428f804512a90fc710f0
Bright Line Spectrum,US,Florida,Bradenton,Ashtray Monument (https://www.notion.so/Ashtray-Monument-ae46fc186dc34fa598fd59c34b0ae765?pvs=21),Michigan Winter (https://www.notion.so/Michigan-Winter-6d775f370a7f473fa0cce67e1ad7b287?pvs=21),,1998,,,https://www.discogs.com/artist/7784215-Bright-Line-Spectrum,,"Melodic Hardcore, Midwest Emo",6,7,,"September 29, 2022 11:45 PM",e8f1ab6e09644279907822982a4e1e80
Baroque,US,Florida,Gainesville,Ashtray Monument (https://www.notion.so/Ashtray-Monument-ae46fc186dc34fa598fd59c34b0ae765?pvs=21),The Blacktop Cadence (https://www.notion.so/The-Blacktop-Cadence-b3715da9ef814922983209267177d204?pvs=21),,1998,,,https://www.discogs.com/artist/1785413-Baroque-4,,"Midwest Emo, Post-Hardcore",7,7,"Female-fronted, One-release band","September 29, 2022 11:32 PM",8531ff8a636a4a809261c685b8e758fd
